round,colony,treatment,dose,pristine/g,replicate,count,start_date,start_time,start_weight,end_date,end_time,end_weight,whole_dif,pristine_consumed,difference,percent_consumed,dose_consumed,id,pid,bees_alive,minmax
2,4.5R2,4,15000,0.000015,5,16,9/13/2022,12:30,0.993,9/15/2022,11:00,0.8658,0.1272,0.000001908,0.2017,0.128096677,1921.450151,297,R2.4.5-16,2,0.127333694
2,1.12R2,1,0,0,12,3,8/26/2022,10:30,1.23307,8/28/2022,13:40,1.14241,0.09066,0,0.20198,0.073523806,0,1221,R2.1.12-3,5,0.12751287
2,5.12R2,5,150000,0.00015,12,27,10/13/2022,10:00,1.3499,10/15/2022,10:00,1.23478,0.11512,0.000017268,0.202,0.085280391,12792.05867,223,R2.5.12-27,5,0.127525669
2,4.5R2,4,15000,0.000015,5,10,9/1/2022,10:30,1.17658,9/3/2022,12:20,1.05069,0.12589,1.89E-06,0.20282,0.106996549,1604.94824,291,R2.4.5-10,2,0.1280504
2,5.12R2,5,150000,0.00015,12,8,9/5/2022,12:40,1.16038,9/7/2022,10:30,1.06859,0.09179,1.38E-05,0.20285,0.079103397,11865.50957,204,R2.5.12-8,5,0.128069597
2,1.9R2,1,0,0,9,21,9/23/2022,10:30,1.04446,9/25/2022,12:00,0.95664,0.08782,0,0.20296,0.084081726,0,1026,R2.1.9-21,5,0.128139988
2,1.2R2,1,0,0,2,7,8/26/2022,10:30,0.87815,8/28/2022,13:40,0.78599,0.09216,0,0.20348,0.104947902,0,1139,R2.1.2-7,5,0.128472744
2,2.1R2,2,150,0.00000015,1,3,8/14/2022,14:40,1.76865,8/16/2022,15:30,1.66995,0.0987,1.48E-08,0.20362,0.055805275,8.370791281,926,R2.2.1-3,5,0.128562333
2,3.9R2,3,1500,0.0000015,9,3,8/22/2022,10:30,1.26291,8/24/2022,13:00,1.16772,0.09519,1.43E-07,0.20391,0.075373542,113.0603131,506,R2.3.9-3,5,0.128747908
2,5.12R2,5,150000,0.00015,12,11,9/11/2022,12:00,1.14878,9/13/2022,12:30,1.03058,0.1182,0.00001773,0.20497,0.102891763,15433.76452,207,R2.5.12-11,5,0.129426219
2,1.11R2,1,0,0,11,2,8/22/2022,10:30,1.18198,8/24/2022,13:00,1.08785,0.09413,0,0.20545,0.079637557,0,1242,R2.1.11-2,5,0.129733379
2,4.12R2,4,15000,0.000015,12,14,9/17/2022,11:00,1.01128,9/19/2022,12:00,0.88324,0.12804,1.92E-06,0.20556,0.126611819,1899.17728,476,R2.4.12-14,4,0.12980377
2,5.12R2,5,150000,0.00015,12,7,9/3/2022,12:20,1.13628,9/5/2022,12:40,1.04101,0.09527,1.43E-05,0.20633,0.083843771,12576.56564,203,R2.5.12-7,5,0.130296505
2,1.9R2,1,0,0,9,28,10/7/2022,10:00,1.34795,10/8/2022,15:00,1.24487,0.10308,0,0.20705,0.076471679,0,1033,R2.1.9-28,3,0.130757245
2,1.9R2,1,0,0,9,27,10/5/2022,10:00,1.15419,10/7/2022,10:00,1.05021,0.10398,0,0.20795,0.090089153,0,1032,R2.1.9-27,5,0.131333169
2,3.1R2,3,1500,0.0000015,1,7,8/22/2022,10:30,1.42047,8/24/2022,13:00,1.32108,0.09939,1.49E-07,0.20811,0.069969799,104.9546981,673,R2.3.1-7,5,0.131435556
2,4.5R2,4,15000,0.000015,5,17,9/15/2022,9:45,1.09209,9/17/2022,11:30,0.95845,0.13364,2.00E-06,0.20814,0.122370867,1835.563003,298,R2.4.5-17,2,0.131454753
2,5.3R2,5,150000,0.00015,3,10,8/28/2022,1:00,1.12374,8/30/2022,12:00,1.00325,0.12049,1.81E-05,0.20827,0.107222311,16083.34668,89,R2.5.3-10,1,0.131537942
2,5.1R2,5,150000,0.00015,1,10,8/28/2022,1:00,1.29553,8/30/2022,12:00,1.18834,0.10719,1.61E-05,0.20854,0.082738339,12410.75081,165,R2.5.1-10,5,0.13171072
2,4.2R2,4,15000,0.000015,2,17,9/15/2022,9:45,1.07555,9/17/2022,11:30,0.96128,0.11427,1.71E-06,0.20875,0.106243317,1593.649761,385,R2.4.2-17,5,0.131845102
2,5.2R2,5,150000,0.00015,2,7,8/26/2022,10:30,1.15609,8/28/2022,13:40,1.03298,0.12311,1.85E-05,0.20929,0.106488249,15973.23738,121,R2.5.2-7,5,0.132190657
2,2.9R2,2,150,0.00000015,9,4,8/22/2022,10:30,1.42453,8/24/2022,13:00,1.3421,0.08243,1.24E-08,0.2099,0.057864699,8.679704885,764,R2.2.9-4,5,0.132581005
2,1.7R2,1,0,0,7,5,8/20/2022,14:50,1.0471,8/22/2022,11:00,0.94556,0.10154,0,0.21012,0.096972591,0,1037,R2.1.7-5,5,0.132721787
2,5.1R2,5,150000,0.00015,1,3,8/14/2022,14:40,1.11586,8/16/2022,15:30,0.98228,0.13358,0.000020037,0.21036,0.119710358,17956.55369,158,R2.5.1-3,5,0.132875367
2,1.12R2,1,0,0,12,8,9/5/2022,12:40,1.0526,9/7/2022,10:30,0.94291,0.10969,0,0.21073,0.104208626,0,1226,R2.1.12-8,4,0.133112136
2,5.1R2,5,150000,0.00015,1,9,8/26/2022,10:30,1.1041,8/28/2022,13:40,0.98716,0.11694,0.000017541,0.21122,0.105914319,15887.1479,164,R2.5.1-9,5,0.133425695
2,3.1R2,3,1500,0.0000015,1,8,8/24/2022,12:00,1.20555,8/26/2022,11:00,1.10284,0.10271,1.54E-07,0.21143,0.085197628,127.7964415,674,R2.3.1-8,5,0.133560077
2,1.11R2,1,0,0,11,3,8/24/2022,12:00,1.14744,8/26/2022,11:00,1.04712,0.10032,0,0.21164,0.087429408,0,1243,R2.1.11-3,5,0.133694459
2,4.5R2,4,15000,0.000015,5,24,9/29/2022,10:00,0.91857,10/1/2022,12:00,0.79956,0.11901,1.79E-06,0.21226,0.129560077,1943.401156,305,R2.4.5-24,2,0.134091207
2,5.1R2,5,150000,0.00015,1,5,8/18/2022,13:00,1.02297,8/20/2022,16:15,0.88741,0.13556,0.000020334,0.21234,0.132516105,19877.41576,160,R2.5.1-5,5,0.134142401
2,1.2R2,1,0,0,2,13,9/7/2022,10:30,1.11091,9/9/2022,12:00,0.99946,0.11145,0,0.21249,0.100323158,0,1145,R2.1.2-13,5,0.134238388
2,4.5R2,4,15000,0.000015,5,8,8/28/2022,1:00,1.10263,8/30/2022,12:00,0.96677,0.13586,2.04E-06,0.21279,0.123214496,1848.217444,289,R2.4.5-8,2,0.134430363
2,1.2R2,1,0,0,2,2,8/16/2022,14:00,1.03568,8/18/2022,14:00,0.91375,0.12193,0,0.21313,0.117729414,0,1134,R2.1.2-2,5,0.134647934
2,3.7R2,3,1500,0.0000015,7,6,8/24/2022,12:00,1.05395,8/26/2022,11:00,0.94949,0.10446,1.57E-07,0.21318,0.099112861,148.6692917,529,R2.3.7-6,5,0.13467993
2,4.12R2,4,15000,0.000015,12,18,9/25/2022,12:00,1.20283,9/27/2022,11:30,1.07937,0.12346,1.85E-06,0.21335,0.102641271,1539.619065,480,R2.4.12-18,4,0.134788716
2,1.9R2,1,0,0,9,8,8/28/2022,1:00,1.21531,8/30/2022,12:00,1.09615,0.11916,0,0.21386,0.098049057,0,1013,R2.1.9-8,5,0.135115073
2,3.2R2,3,1500,0.0000015,2,4,8/20/2022,14:50,0.84595,8/22/2022,11:00,0.73293,0.11302,1.70E-07,0.21403,0.133601277,200.401915,631,R2.3.2-4,5,0.135223859
2,4.2R2,4,15000,0.000015,2,4,8/20/2022,14:50,0.90925,8/22/2022,11:00,0.78491,0.12434,1.87E-06,0.21444,0.136750069,2051.251031,372,R2.4.2-4,5,0.135486224
2,5.12R2,5,150000,0.00015,12,9,9/7/2022,10:30,1.23912,9/9/2022,12:00,1.13552,0.1036,0.00001554,0.21466,0.083607722,12541.15824,205,R2.5.12-9,5,0.135627006
2,1.11R2,1,0,0,11,8,9/3/2022,12:20,0.84414,9/5/2022,12:40,0.73048,0.11366,0,0.2147,0.134645912,0,1248,R2.1.11-8,5,0.135652602
2,5.2R2,5,150000,0.00015,2,23,9/27/2022,10:30,1.03391,9/29/2022,10:30,0.9076,0.12631,1.89E-05,0.21486,0.122167307,18325.09599,137,R2.5.2-23,4,0.135754989
2,2.11R2,2,150,0.00000015,11,6,8/30/2022,11:30,1.51878,9/1/2022,10:30,1.42139,0.09739,1.46E-08,0.21487,0.064123836,9.618575436,991,R2.2.11-6,5,0.135761388
2,2.9R2,2,150,0.00000015,9,3,8/20/2022,14:50,1.30729,8/22/2022,11:00,1.19622,0.11107,1.67E-08,0.21599,0.084962021,12.7443031,763,R2.2.9-3,5,0.136478094
2,4.12R2,4,15000,0.000015,12,12,9/13/2022,12:30,1.12424,9/15/2022,11:00,1.00221,0.12203,1.83E-06,0.21651,0.108544439,1628.166584,474,R2.4.12-12,4,0.13681085
2,1.9R2,1,0,0,9,19,9/19/2022,10:45,1.20909,9/21/2022,12:00,1.10758,0.10151,0,0.21665,0.083955702,0,1024,R2.1.9-19,5,0.136900439
2,5.11R2,5,150000,0.00015,11,15,9/19/2022,10:45,1.29646,9/21/2022,12:00,1.15474,0.14172,0.000021258,0.21719,0.109313052,16396.95787,239,R2.5.11-15,5,0.137245993
2,4.5R2,4,15000,0.000015,5,4,8/20/2022,14:50,1.11976,8/22/2022,11:00,1.00972,0.11004,1.65E-06,0.21731,0.098271058,1474.065871,285,R2.4.5-4,2,0.137322783
2,4.7R2,4,15000,0.000015,7,4,8/20/2022,14:50,0.90952,8/22/2022,11:00,0.7991,0.11042,1.66E-06,0.21769,0.121404697,1821.070455,267,R2.4.7-4,5,0.137565951
2,2.3R2,2,150,0.00000015,3,3,8/20/2022,14:50,1.15621,8/22/2022,11:00,1.05483,0.10138,1.52E-08,0.21892,0.087683033,13.152455,841,R2.2.3-3,5,0.138353048
2,3.2R2,3,1500,0.0000015,2,10,9/1/2022,10:30,1.13316,9/3/2022,12:20,1.00542,0.12774,1.92E-07,0.2198,0.112729006,169.0935084,637,R2.3.2-10,5,0.138916174
2,4.5R2,4,15000,0.000015,5,6,8/24/2022,12:00,0.95154,8/26/2022,11:00,0.83804,0.1135,1.70E-06,0.21996,0.119280325,1789.204868,287,R2.4.5-6,2,0.139018561
2,3.11R2,3,1500,0.0000015,11,7,9/1/2022,10:30,1.30663,9/3/2022,12:20,1.17863,0.128,0.000000192,0.22006,0.097961933,146.9428989,745,R2.3.11-7,5,0.139082552
2,4.5R2,4,15000,0.000015,5,9,8/30/2022,11:30,1.44018,9/1/2022,10:30,1.29665,0.14353,2.15E-06,0.22046,0.099661153,1494.917302,290,R2.4.5-9,2,0.139338519
2,2.4R2,2,150,0.00000015,4,16,9/11/2022,12:00,1.04049,9/13/2022,12:30,0.92514,0.11535,1.73E-08,0.22048,0.110861229,16.62918433,837,R2.2.4-16,2,0.139351317
2,3.11R2,3,1500,0.0000015,11,16,9/19/2022,10:45,1.63354,9/21/2022,12:00,1.5009,0.13264,1.99E-07,0.22058,0.081197889,121.7968339,754,R2.3.11-16,5,0.139415309
2,4.12R2,4,15000,0.000015,12,16,9/21/2022,10:30,1.11679,9/23/2022,10:00,0.9736,0.14319,2.15E-06,0.22071,0.12821569,1923.235344,478,R2.4.12-16,4,0.139498498
2,4.5R2,4,15000,0.000015,5,5,8/22/2022,10:30,1.23333,8/24/2022,13:00,1.11898,0.11435,1.72E-06,0.22081,0.092716467,1390.747002,286,R2.4.5-5,2,0.139562489
2,5.2R2,5,150000,0.00015,2,9,8/30/2022,11:30,1.22273,9/1/2022,10:30,1.08961,0.13312,0.000019968,0.2209,0.108871133,16330.66989,123,R2.5.2-9,5,0.139620082
2,1.9R2,1,0,0,9,20,9/21/2022,10:30,1.13269,9/23/2022,10:00,1.02642,0.10627,0,0.22141,0.093820904,0,1025,R2.1.9-20,5,0.139946439
2,4.12R2,4,15000,0.000015,12,23,10/5/2022,10:00,1.38887,10/7/2022,9:30,1.26338,0.12549,1.88E-06,0.22144,0.090354029,1355.310432,485,R2.4.12-23,4,0.139965637
2,1.9R2,1,0,0,9,23,9/27/2022,10:30,1.1689,9/29/2022,10:30,1.0624,0.1065,0,0.22171,0.091111301,0,1028,R2.1.9-23,5,0.140138414
2,2.11R2,2,150,0.00000015,11,16,9/19/2022,10:45,0.98282,9/21/2022,12:00,0.87382,0.109,1.64E-08,0.22173,0.110905354,16.6358031,1001,R2.2.11-16,5,0.140151212
2,1.2R2,1,0,0,2,22,9/25/2022,12:00,1.12838,9/27/2022,11:30,0.97748,0.1509,0,0.22209,0.133731544,0,1154,R2.1.2-22,5,0.140381582
2,1.2R2,1,0,0,2,14,9/9/2022,11:30,1.12549,9/11/2022,12:00,0.99577,0.12972,0,0.22213,0.115256466,0,1146,R2.1.2-14,5,0.140407179
2,4.5R2,4,15000,0.000015,5,3,8/18/2022,13:00,1.0902,8/20/2022,16:15,0.97501,0.11519,1.73E-06,0.22246,0.105659512,1584.89268,284,R2.4.5-3,4,0.140618351
2,5.7R2,5,150000,0.00015,7,19,9/19/2022,10:45,1.16264,9/20/2022,12:00,1.03542,0.12722,0.000019083,0.22251,0.109423381,16413.50719,40,R2.5.7-19,5,0.140650347
2,1.9R2,1,0,0,9,9,8/30/2022,11:30,1.20472,9/1/2022,10:30,1.07683,0.12789,0,0.22259,0.106157447,0,1014,R2.1.9-9,5,0.14070154
2,1.2R2,1,0,0,2,6,8/24/2022,12:00,1.25357,8/26/2022,11:00,1.14092,0.11265,0,0.22397,0.08986335,0,1138,R2.1.2-6,5,0.141584624
2,2.1R2,2,150,0.00000015,1,4,8/16/2022,14:00,1.40247,8/18/2022,14:00,1.28338,0.11909,1.79E-08,0.22401,0.084914472,12.73717085,927,R2.2.1-4,5,0.141610221
2,1.9R2,1,0,0,9,18,9/17/2022,11:00,1.01163,9/19/2022,12:00,0.90272,0.10891,0,0.22405,0.107657938,0,1023,R2.1.9-18,5,0.141635817
2,4.12R2,4,15000,0.000015,12,22,10/3/2022,9:30,1.23209,10/5/2022,10:30,1.10387,0.12822,1.92E-06,0.22417,0.104067073,1561.006095,484,R2.4.12-22,4,0.141712607
2,1.9R2,1,0,0,9,24,9/29/2022,10:00,1.17146,10/1/2022,12:00,1.06243,0.10903,0,0.22424,0.093071893,0,1029,R2.1.9-24,5,0.141757401
2,4.3R2,4,15000,0.000015,3,7,8/22/2022,10:30,1.21946,8/24/2022,13:00,1.09457,0.12489,1.87E-06,0.22429,0.102414183,1536.21275,334,R2.4.3-7,5,0.141789397
2,5.5R2,5,150000,0.00015,5,5,8/18/2022,13:00,1.19403,8/20/2022,16:15,1.0465,0.14753,2.21E-05,0.22431,0.12355636,18533.45393,44,R2.5.5-5,5,0.141802196
2,3.2R2,3,1500,0.0000015,2,3,8/18/2022,13:00,1.1488,8/20/2022,16:15,1.02502,0.12378,1.86E-07,0.22479,0.107747214,161.6208217,630,R2.3.2-3,5,0.142109355
2,5.12R2,5,150000,0.00015,12,20,9/29/2022,10:00,1.2007,10/1/2022,12:00,1.0644,0.1363,0.000020445,0.22485,0.113517115,17027.56725,216,R2.5.12-20,5,0.14214775
2,4.2R2,4,15000,0.000015,2,10,9/1/2022,10:30,1.12231,9/3/2022,12:20,0.75316,0.36915,5.54E-06,0.225395,0.328919817,4933.797257,378,R2.4.2-10,5,0.142496504
2,2.1R2,2,150,0.00000015,1,6,8/20/2022,14:50,1.23411,8/22/2022,11:00,1.11277,0.12134,1.82E-08,0.22626,0.098321868,14.74828014,929,R2.2.1-6,5,0.143050032
2,2.3R2,2,150,0.00000015,3,10,9/3/2022,12:20,1.2289,9/5/2022,12:40,1.1065,0.1224,1.84E-08,0.22627,0.099601269,14.94019041,848,R2.2.3-10,5,0.143056431
2,2.5R2,2,150,0.00000015,5,2,8/16/2022,14:00,1.08556,8/18/2022,14:00,0.9628,0.12276,1.84E-08,0.22768,0.113084491,16.96267364,803,R2.2.5-2,5,0.143958713
2,4.11R2,4,15000,0.000015,11,3,8/24/2022,12:00,1.18276,8/26/2022,11:00,1.05299,0.12977,1.95E-06,0.22917,0.109717948,1645.769218,487,R2.4.11-3,5,0.144912188
2,1.1R2,1,0,0,1,3,8/16/2022,14:00,0.98539,8/18/2022,14:00,0.86475,0.12064,0,0.22922,0.122428683,0,1181,R2.1.1-3,5,0.144944183
2,3.12R2,3,1500,0.0000015,12,23,10/5/2022,10:00,1.00876,10/7/2022,9:30,0.88385,0.12491,1.87E-07,0.22923,0.12382529,185.7379357,734,R2.3.12-23,5,0.144950582
2,1.5R2,1,0,0,5,7,8/24/2022,12:00,0.97769,8/26/2022,11:00,0.83045,0.14724,0,0.22926,0.150599883,0,1058,R2.1.5-7,5,0.14496978
2,1.1R2,1,0,0,1,7,8/24/2022,12:00,1.05515,8/26/2022,11:00,0.90765,0.1475,0,0.22952,0.139790551,0,1185,R2.1.1-7,5,0.145136158
2,2.7R2,2,150,0.00000015,7,4,8/18/2022,13:00,1.09086,8/20/2022,16:15,0.96618,0.12468,1.87E-08,0.2296,0.114295143,17.14427149,785,R2.2.7-4,5,0.145187351
2,3.7R2,3,1500,0.0000015,7,5,8/22/2022,10:30,1.28522,8/24/2022,13:00,1.16387,0.12135,1.82E-07,0.23007,0.094419632,141.6294487,528,R2.3.7-5,5,0.145488112
2,4.12R2,4,15000,0.000015,12,21,10/1/2022,11:45,1.21013,10/3/2022,9:40,1.07524,0.13489,2.02E-06,0.23084,0.111467363,1672.010445,483,R2.4.12-21,4,0.145980847
2,1.9R2,1,0,0,9,22,9/25/2022,12:00,1.22753,9/27/2022,11:30,1.11178,0.11575,0,0.23096,0.094295048,0,1027,R2.1.9-22,5,0.146057637
2,1.9R2,1,0,0,9,15,9/11/2022,12:00,1.07341,9/13/2022,12:30,0.95685,0.11656,0,0.23103,0.108588517,0,1020,R2.1.9-15,5,0.146102431
2,1.12R2,1,0,0,12,2,8/24/2022,12:00,1.16321,8/26/2022,11:00,1.0422,0.12101,0,0.23233,0.104031086,0,1220,R2.1.12-2,5,0.146934322
2,4.1R2,4,15000,0.000015,1,8,8/24/2022,12:00,1.23532,8/26/2022,11:00,1.10921,0.12611,1.89E-06,0.23257,0.102086909,1531.30363,420,R2.4.1-8,5,0.147087902
2,1.3R2,1,0,0,3,23,9/25/2022,12:00,1.0044,9/26/2022,10:30,0.84283,0.16157,0,0.23276,0.160862206,0,1112,R2.1.3-23,5,0.147209486
2,3.7R2,3,1500,0.0000015,7,4,8/20/2022,14:50,1.10719,8/22/2022,11:00,0.97771,0.12948,1.94E-07,0.23353,0.116944698,175.4170468,527,R2.3.7-4,5,0.147702221
2,3.11R2,3,1500,0.0000015,11,17,9/21/2022,10:30,1.43948,9/23/2022,10:00,1.29369,0.14579,2.19E-07,0.23373,0.101279629,151.9194431,755,R2.3.11-17,5,0.147830205
2,5.2R2,5,150000,0.00015,2,3,8/18/2022,13:00,1.28592,8/20/2022,16:15,1.13736,0.14856,0.000022284,0.2338,0.115528182,17329.22732,117,R2.5.2-3,5,0.147874999
2,4.12R2,4,15000,0.000015,12,7,9/3/2022,12:20,1.06407,9/5/2022,12:40,0.94093,0.12314,1.85E-06,0.23408,0.115725469,1735.882038,469,R2.4.12-7,4,0.148054175
2,2.4R2,2,150,0.00000015,4,2,8/14/2022,14:40,1.52639,8/16/2022,15:30,1.40984,0.11655,1.75E-08,0.23409,0.076356632,11.45349485,823,R2.2.4-2,5,0.148060574
2,1.3R2,1,0,0,3,6,8/22/2022,10:30,1.04094,8/24/2022,13:00,0.91811,0.12283,0,0.23415,0.117999116,0,1095,R2.1.3-6,5,0.148098969
2,4.5R2,4,15000,0.000015,5,11,9/3/2022,12:20,1.10729,9/5/2022,12:40,0.99977,0.10752,1.61E-06,0.23427,0.097101934,1456.529003,292,R2.4.5-11,2,0.148175759
2,3.12R2,3,1500,0.0000015,12,27,10/13/2022,10:00,1.3232,10/15/2022,10:00,1.20014,0.12306,1.85E-07,0.23435,0.093001814,139.5027207,738,R2.3.12-27,5,0.148226953
2,2.4R2,2,150,0.00000015,4,15,9/9/2022,11:30,1.32091,9/11/2022,12:00,1.19162,0.12929,1.94E-08,0.23442,0.097879492,14.68192383,836,R2.2.4-15,2,0.148271747
2,3.11R2,3,1500,0.0000015,11,6,8/30/2022,11:30,1.2317,9/1/2022,10:30,1.08881,0.14289,2.14E-07,0.23495,0.116010392,174.0155882,744,R2.3.11-6,5,0.148610902
2,5.11R2,5,150000,0.00015,11,16,9/21/2022,10:30,0.95074,9/23/2022,10:00,0.79123,0.15951,2.39E-05,0.23498,0.167774576,25166.18634,240,R2.5.11-16,5,0.1486301
2,5.9R2,5,150000,0.00015,9,2,8/18/2022,13:00,1.16451,8/20/2022,16:15,1.00542,0.15909,2.39E-05,0.23587,0.1366154,20492.31007,1,R2.5.9-2,5,0.149199625
2,1.11R2,1,0,0,11,10,9/7/2022,10:30,1.21622,9/9/2022,12:00,1.08128,0.13494,0,0.23598,0.110950321,0,1250,R2.1.11-10,5,0.149270016
2,5.1R2,5,150000,0.00015,1,11,8/30/2022,11:30,1.17775,9/1/2022,10:30,1.04244,0.13531,2.03E-05,0.23666,0.114888559,17233.2838,166,R2.5.1-11,5,0.149705159
2,3.12R2,3,1500,0.0000015,12,4,8/28/2022,1:00,1.2239,8/30/2022,12:00,1.0792,0.1447,2.17E-07,0.23676,0.118228613,177.3429202,715,R2.3.12-4,5,0.14976915
2,2.3R2,2,150,0.00000015,3,11,9/5/2022,12:40,1.17702,9/7/2022,10:30,1.04358,0.13344,2.00E-08,0.23731,0.113371056,17.00565836,849,R2.2.3-11,5,0.150121104
2,4.2R2,4,15000,0.000015,2,16,9/13/2022,12:30,1.20554,9/15/2022,11:00,1.06264,0.1429,2.14E-06,0.23738,0.118536092,1778.041376,384,R2.4.2-16,5,0.150165898
2,3.1R2,3,1500,0.0000015,1,3,8/14/2022,14:40,1.24967,8/16/2022,15:30,1.11607,0.1336,2.00E-07,0.23765,0.106908224,160.3623357,669,R2.3.1-3,5,0.150338676
2,4.11R2,4,15000,0.000015,11,2,8/22/2022,10:30,1.24578,8/24/2022,13:00,1.10725,0.13853,2.08E-06,0.23793,0.111199409,1667.991138,486,R2.4.11-2,5,0.150517852
2,4.1R2,4,15000,0.000015,1,4,8/16/2022,14:00,1.10853,8/18/2022,14:00,0.97773,0.1308,0.000001962,0.23807,0.1179941,1769.911504,416,R2.4.1-4,5,0.15060744
2,2.3R2,2,150,0.00000015,3,14,9/11/2022,12:00,1.23192,9/13/2022,12:30,1.0989,0.13302,2.00E-08,0.23815,0.107977791,16.19666861,852,R2.2.3-14,5,0.150658634
2,2.5R2,2,150,0.00000015,5,4,8/20/2022,14:50,1.35423,8/22/2022,11:00,1.22088,0.13335,2.00E-08,0.23827,0.098469241,14.77038612,805,R2.2.5-4,5,0.150735424
2,2.4R2,2,150,0.00000015,4,4,8/18/2022,13:00,1.21986,8/20/2022,16:15,1.09884,0.12102,1.82E-08,0.23856,0.099208106,14.88121588,825,R2.2.4-4,5,0.150920999
2,4.5R2,4,15000,0.000015,5,25,10/1/2022,11:45,1.03612,10/3/2022,9:40,0.90779,0.12833,1.92E-06,0.23875,0.12385631,1857.844651,306,R2.4.5-25,2,0.151042583
2,5.11R2,5,150000,0.00015,11,5,8/30/2022,11:30,1.01995,9/1/2022,10:30,0.86895,0.151,0.00002265,0.23878,0.148046473,22206.97093,229,R2.5.11-5,5,0.151061781
2,3.2R2,3,1500,0.0000015,2,9,8/30/2022,11:30,1.17637,9/1/2022,10:30,1.02962,0.14675,2.20E-07,0.23881,0.124748166,187.122249,636,R2.3.2-9,5,0.151080978
2,4.2R2,4,15000,0.000015,2,3,8/18/2022,13:00,0.89255,8/20/2022,16:15,0.74341,0.14914,2.24E-06,0.23924,0.16709428,2506.414206,371,R2.4.2-3,5,0.151356142
2,1.11R2,1,0,0,11,9,9/5/2022,12:40,1.29722,9/7/2022,10:30,1.15887,0.13835,0,0.23939,0.106651146,0,1249,R2.1.11-9,5,0.151452129
2,2.1R2,2,150,0.00000015,1,2,8/12/2022,13:20,1.11621,8/14/2022,15:00,0.98172,0.13449,2.02E-08,0.23941,0.12048808,18.07321203,925,R2.2.1-2,5,0.151464928
2,3.9R2,3,1500,0.0000015,9,7,8/30/2022,11:30,1.3002,9/1/2022,10:30,1.17641,0.12379,1.86E-07,0.23941,0.095208429,142.8126442,510,R2.3.9-7,5,0.151464928
2,4.12R2,4,15000,0.000015,12,15,9/19/2022,10:45,0.98739,9/21/2022,12:00,0.82518,0.16221,2.43E-06,0.23973,0.164281591,2464.223863,477,R2.4.12-15,4,0.151669701
2,2.3R2,2,150,0.00000015,3,16,9/15/2022,9:45,1.21391,9/17/2022,11:30,1.07914,0.13477,2.02E-08,0.2399,0.11102141,16.65321152,854,R2.2.3-16,5,0.151778487
2,1.9R2,1,0,0,9,13,9/7/2022,10:30,0.97674,9/9/2022,12:00,0.86733,0.10941,0,0.24004,0.11201548,0,1018,R2.1.9-13,5,0.151868075
2,5.11R2,5,150000,0.00015,11,4,8/28/2022,1:00,1.13995,8/30/2022,12:00,0.98768,0.15227,2.28E-05,0.24005,0.133576034,20036.40511,228,R2.5.11-4,5,0.151874474
2,4.5R2,4,15000,0.000015,5,26,10/3/2022,9:30,0.95687,10/5/2022,10:00,0.8271,0.12977,1.95E-06,0.24019,0.135619259,2034.288879,307,R2.4.5-26,2,0.151964062
2,4.2R2,4,15000,0.000015,2,5,8/22/2022,10:30,0.86914,8/24/2022,13:00,0.72805,0.14109,2.12E-06,0.24049,0.162332881,2434.993212,373,R2.4.2-5,5,0.152156037
2,4.5R2,4,15000,0.000015,5,15,9/11/2022,12:00,1.52584,9/13/2022,12:30,1.35939,0.16645,2.50E-06,0.24095,0.109087453,1636.311802,296,R2.4.5-15,2,0.152450399
2,5.9R2,5,150000,0.00015,9,7,8/28/2022,1:00,1.14731,8/30/2022,12:00,1.00726,0.14005,2.10E-05,0.2414,0.122068142,18310.2213,6,R2.5.9-7,5,0.152738361
2,5.4R2,5,150000,0.00015,4,9,8/26/2022,10:30,1.08904,8/28/2022,13:40,0.93365,0.15539,2.33E-05,0.24157,0.142685301,21402.79512,67,R2.5.4-9,5,0.152847146
2,4.9R2,4,15000,0.000015,9,4,8/20/2022,14:50,1.00132,8/22/2022,11:00,0.86679,0.13453,2.02E-06,0.2418,0.134352654,2015.289817,248,R2.4.9-4,5,0.152994327
2,3.5R2,3,1500,0.0000015,5,2,8/14/2022,14:40,1.49494,8/16/2022,15:30,1.35607,0.13887,2.08E-07,0.24292,0.09289336,139.3400404,548,R2.3.5-2,5,0.153711033
2,2.3R2,2,150,0.00000015,3,15,9/13/2022,12:30,1.17082,9/15/2022,11:00,1.03272,0.1381,2.07E-08,0.24323,0.117951521,17.69272817,853,R2.2.3-15,5,0.153909407
2,3.12R2,3,1500,0.0000015,12,6,9/1/2022,10:30,1.21366,9/3/2022,12:20,1.06233,0.15133,2.27E-07,0.24339,0.124688957,187.0334361,717,R2.3.12-6,5,0.154011794
2,4.5R2,4,15000,0.000015,5,19,9/19/2022,10:45,1.23191,9/21/2022,12:00,1.09559,0.13632,2.04E-06,0.24343,0.110657434,1659.861516,300,R2.4.5-19,2,0.15403739
2,2.12R2,2,150,0.00000015,12,16,9/21/2022,10:30,0.96498,9/23/2022,10:00,0.83411,0.13087,1.96E-08,0.2436,0.135619391,20.34290866,980,R2.2.12-16,5,0.154146176
2,2.2R2,2,150,0.00000015,2,8,8/28/2022,1:00,1.43747,8/30/2022,12:00,1.31125,0.12622,1.89E-08,0.2437,0.08780705,13.17105748,886,R2.2.2-8,5,0.154210168
2,3.1R2,3,1500,0.0000015,1,2,8/12/2022,13:20,1.22688,8/14/2022,15:00,1.0865,0.14038,2.11E-07,0.24443,0.114420318,171.6304773,668,R2.3.1-2,5,0.154677306
