"colony","whole.mean","mean.dose","round","treatment","replicate","id","emerge_time","wet_weight","dry_weight","alive?","radial","abdomen_dry","order_on_sheet","abdomen_post_ethyl","fat_content","relative_fat","workers_alive","alive","qro","duration"
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.6",33,1.1415,0.0485,1,2.2781,0.0263,"14",NA,NA,NA,5,TRUE,"B5",46
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.11",35,1.0893,0.0341,1,2.3468,0.017,"44",0.0148,0.0022,9e-04,5,TRUE,"B5",46
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.19",40,1.1624,0.0448,1,2.6164,0.0229,"135",0.0192,0.0037,0.0014,5,TRUE,"B5",46
"4.4R2",0.835624736842105,10230.8023761053,"2","4","4","4.4R2.15",38,1.1484,0.0241,1,2.261,0.0097,"106",0.0084,0.0013,6e-04,5,TRUE,"B5",46
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.4",36,1.2728,0.0557,1,2.8408,0.0303,"187",0.0248,0.0056,0.002,5,TRUE,"B1",40
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.9",37,1.1101,0.0557,1,2.5666,0.033,"223",0.0278,0.0051,0.002,5,TRUE,"B1",40
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.2",30,1.0246,0.0246,1,1.9863,0.012,"26",0.0098,0.0022,0.0011,5,TRUE,"B1",40
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.5",36,1.3793,0.05,1,2.6022,0.0275,"188",0.0224,0.0051,0.0019,5,TRUE,"B1",40
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.7",36,1.2176,0.0555,1,2.7368,0.0287,"190",0.0237,0.0049,0.0018,5,TRUE,"B1",40
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.1",30,1.1773,0.0361,1,2.3988,0.0165,"25",0.0133,0.0033,0.0014,5,TRUE,"B1",40
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.6",36,1.2749,0.0442,1,2.3846,0.0233,"189",0.0163,0.0071,0.003,5,TRUE,"B1",40
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.8",37,1.1718,0.055,1,2.6429,0.0251,"222",0.0192,0.0059,0.0022,5,TRUE,"B1",40
"4.7R2",0.62374,7030.06345177778,"2","4","7","4.7R2.3",31,1.1827,0.0402,1,2.693,0.0183,"39",0.0145,0.0039,0.0014,5,TRUE,"B1",40
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.4",36,1.3306,0.0359,1,2.2976,0.0159,"202",0.012,0.0039,0.0017,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.16",39,1.109,0.0418,1,2.5847,0.022,"283",0.0191,0.0029,0.0011,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.11",37,1.1317,0.02,1,2.2838,0.012,"243",0.0107,0.0012,5e-04,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.8",36,1.0165,0.0492,1,2.6928,0.0255,"206",0.0146,0.011,0.0041,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.3",36,1.2721,0.0405,1,2.2902,0.0161,"201",0.0143,0.0018,8e-04,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.15",38,0.1822,0.0377,1,2.3049,0.0207,"269",0.0149,0.0058,0.0025,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.2",36,1.2221,0.0419,1,2.3879,0.0235,"200",0.0209,0.0026,0.0011,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.7",36,0.0939,0.0324,1,2.91,0.0087,"205",0.0073,0.0014,5e-04,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.14",38,0.2182,0.0466,1,2.7537,0.0259,"268",0.0215,0.0044,0.0016,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.12",38,0.1553,0.0404,1,2.5162,0.0201,"266",0.0165,0.0036,0.0014,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.6",36,1.0787,0.041,1,2.0815,0.02,"204",0.0164,0.0036,0.0017,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.5",36,1.1802,0.038,1,2.3032,0.0171,"203",0.0133,0.0038,0.0016,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.10",37,1.1687,0.0488,1,1.6924,0.0259,"242",0.0216,0.0043,0.0025,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.1",33,1.1779,0.0408,1,2.476,0.0196,"87",0.0139,0.0057,0.0023,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.17",40,1.1414,0.0416,1,2.5989,0.0224,"291",0.0195,0.0028,0.0011,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.13",38,0.2209,0.0457,1,2.4971,0.0258,"267",0.0219,0.0038,0.0015,5,TRUE,"B1",45
"4.9R2",0.532295,5682.26010833333,"2","4","9","4.9R2.9",37,1.1252,0.0315,1,2.5905,0.016,"241",0.012,0.004,0.0016,5,TRUE,"B1",45
"5.11R2",0.411396,43070.0997235,"2","5","11","5.11R2.3",35,0.1648,0.0418,1,2.3032,0.0249,"350",0.0208,0.0041,0.0018,5,TRUE,"B1",43
"5.11R2",0.411396,43070.0997235,"2","5","11","5.11R2.5",36,0.1537,0.0373,1,2.1494,0.0204,"367",0.017,0.0034,0.0016,5,TRUE,"B1",43
"5.11R2",0.411396,43070.0997235,"2","5","11","5.11R2.4",35,0.1802,0.0382,1,2.2751,0.0205,"351",0.0169,0.0036,0.0016,5,TRUE,"B1",43
"5.11R2",0.411396,43070.0997235,"2","5","11","5.11R2.2",35,0.1441,0.0424,1,2.4756,0.0214,"349",0.0173,0.0041,0.0017,5,TRUE,"B1",43
"5.11R2",0.411396,43070.0997235,"2","5","11","5.11R2.7",39,1.0194,0.0389,1,2.4502,0.0223,"398",0.0188,0.0035,0.0014,5,TRUE,"B1",43
"5.11R2",0.411396,43070.0997235,"2","5","11","5.11R2.1",34,0.1906,0.0421,1,2.4988,0.0222,"339",0.0176,0.0047,0.0019,5,TRUE,"B1",43
"5.11R2",0.411396,43070.0997235,"2","5","11","5.11R2.6",36,0.1771,0.0511,1,2.4109,0.03,"368",0.0247,0.0053,0.0022,5,TRUE,"B1",43
"5.12R2",0.207774074074074,15383.8151482222,"2","5","12","5.12R2.5",34,1.08919,0.03124,NA,3.057384,0.01254,"422",0.01304,-5e-04,-0.000163539,5,NA,"B1",44
"5.12R2",0.207774074074074,15383.8151482222,"2","5","12","5.12R2.3",34,1.01631,0.02697,NA,2.872538,0.01093,"420",0.00973,0.0012,0.000417749,5,NA,"B1",44
"5.12R2",0.207774074074074,15383.8151482222,"2","5","12","5.12R2.1",51,NA,0.0458,1,2.6622,0.0241,"416",0.0197,0.0044,0.0017,5,TRUE,"B1",44
"5.12R2",0.207774074074074,15383.8151482222,"2","5","12","5.12R2.4",34,1.06491,0.02345,NA,2.431178,0.01,"421",0.00935,0.00065,0.00026736,5,NA,"B1",44
"5.12R2",0.207774074074074,15383.8151482222,"2","5","12","5.12R2.2",34,1.17121,0.03931,NA,2.920027,0.01736,"418",0.01081,0.00655,0.00224313,5,NA,"B1",44
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.10",43,1.0711,0.0387,1,2.5768,0.0175,"271",0.0135,0.004,0.0016,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.9",43,1.1837,0.0509,1,2.5899,0.0287,"270",0.024,0.0047,0.0018,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.3",40,1.1666,0.0351,1,2.4387,0.0152,"152",0.0116,0.0037,0.0015,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.2",40,1.2613,0.0418,1,2.6028,0.0184,"151",0.014,0.0044,0.0017,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.4",40,1.2899,0.0301,1,2.2618,0.0124,"153",0.009,0.0034,0.0015,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.6",40,1.2108,0.0356,1,2.3302,0.0198,"155",0.0155,0.0042,0.0018,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.8",42,1.1991,0.0434,1,2.5772,0.0234,"247",0.0193,0.0041,0.0016,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.5",40,0.163,0.05,1,2.5017,0.0283,"154",0.0232,0.0052,0.0021,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.1",37,1.1565,0.0292,1,2.1551,0.0148,"88",0.0119,0.0029,0.0014,5,TRUE,"B1",42
"5.1R2",0.378228571428571,37367.4831550476,"2","5","1","5.1R2.7",41,1.3104,0.037,1,2.4743,0.0171,"232",0.0133,0.0038,0.0015,5,TRUE,"B1",42
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.8",43,0.0684,0.033,1,2.2815,0.0154,"344",0.0111,0.0043,0.0019,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.5",40,1.1788,0.0377,1,2.5681,0.0169,"296",0.0112,0.0057,0.0022,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.2",39,1.169,0.0421,1,2.5609,0.0219,"272",0.0159,0.0059,0.0023,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.3",39,1.1319,0.0456,1,2.6448,0.0242,"273",0.0193,0.0049,0.0018,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.11",44,0.1124,0.0399,1,2.5071,0.0184,"356",0.0138,0.0046,0.0018,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.10",44,0.1585,0.0388,1,2.5455,0.0193,"355",0.014,0.0053,0.0021,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.6",40,1.1837,0.0446,1,2.4233,0.0233,"297",0.0186,0.0046,0.0019,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.9",43,0.1646,0.0427,1,2.4975,0.0227,"345",0.0179,0.0048,0.0019,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.4",39,1.1125,0.0469,1,2.6928,0.0267,"274",0.0203,0.0063,0.0024,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.7",43,0.0967,0.0404,1,2.4476,0.0214,"343",0.0153,0.0061,0.0025,4,TRUE,"B5",40
"5.2R2",0.491246818181818,52985.8561218182,"2","5","2","5.2R2.1",38,1.2445,0.048,1,2.2564,0.0267,"259",0.0218,0.0049,0.0022,4,TRUE,"B5",40
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.3",36,1.113,0.0388,1,2.6597,0.0188,"109",0.0146,0.0041,0.0016,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.10",39,1.2911,0.0445,1,2.2316,0.0201,"240",0.0162,0.004,0.0018,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.9",38,1.2641,0.042,1,2.3503,0.0232,"168",0.0214,0.0018,8e-04,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.8",38,1.2297,0.0358,1,2.3173,0.0185,"167",0.0152,0.0033,0.0014,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.1",34,1.2644,0.0543,1,2.8642,0.0287,"57",0.008,0.0207,0.0072,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.5",38,1.0168,0.0321,1,2.2983,0.0144,"164",0.0116,0.0028,0.0012,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.2",35,1.078,0.0372,1,2.6656,0.0138,"78",0.0104,0.0034,0.0013,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.4",36,1.1708,0.0493,1,2.7476,0.0256,"110",0.0212,0.0043,0.0016,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.6",38,1.2635,0.0332,1,2.1661,0.0154,"165",0.013,0.0024,0.0011,5,TRUE,"B5",51
"5.4R2",0.4563045,48624.0168351,"2","5","4","5.4R2.7",38,1.171,0.034,1,2.2688,0.0179,"166",0.0144,0.0035,0.0015,5,TRUE,"B5",51
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.4",37,1.1305,0.0435,1,2.4281,0.0236,"81",0.0184,0.0052,0.0021,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.15",41,1.2067,0.0561,1,2.5366,0.0341,"217",0.0188,0.0153,0.006,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.3",37,1.1067,0.0387,1,2.7057,0.0182,"80",0.0115,0.0067,0.0025,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.11",40,1.1992,0.0522,1,2.4046,0.0311,"182",0.0255,0.0056,0.0023,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.5",37,1.174,0.0354,1,2.7579,0.0147,"82",0.0108,0.0039,0.0014,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.1",34,1.111,0.0443,1,2.6331,0.0228,"22",NA,NA,NA,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.14",41,1.2125,0.0354,1,2.4907,0.0201,"216",0.0155,0.0046,0.0019,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.7",40,1.2247,0.0345,1,2.4586,0.0137,"178",0.0105,0.0032,0.0013,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.8",40,0.1344,0.0355,1,2.2677,0.0199,"179",0.0131,0.0068,0.003,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.9",40,1.1347,0.0339,1,2.1369,0.0185,"180",0.0147,0.0038,0.0018,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.12",40,1.155,0.0482,1,2.5575,0.0232,"183",0.0171,0.0061,0.0024,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.6",38,1.2264,0.0577,1,2.5722,0.0336,"120",0.0229,0.0107,0.0042,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.13",41,1.3488,0.0515,1,2.1868,0.0253,"215",0.0183,0.007,0.0032,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.10",40,1.1656,0.0634,1,2.5491,0.0356,"181",0.0232,0.0124,0.0049,5,TRUE,"B4",43
"5.5R2",0.709547894736842,82144.9315678947,"2","5","5","5.5R2.2",35,0.0631,0.0502,1,2.6267,0.0266,"38",0.0119,0.0148,0.0056,5,TRUE,"B4",43
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.6",33,1.0954,0.0424,1,2.4012,0.0233,"86",0.0122,0.0111,0.0046,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.3",31,1.1186,0.0421,1,2.5172,0.0211,"40",0.017,0.0041,0.0016,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.11",36,1.0754,0.0382,1,2.6138,0.0184,"193",0.0152,0.0032,0.0012,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.4",31,1.2276,0.0517,1,2.6837,0.0275,"41",0.0224,0.0051,0.0019,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.1",30,1.1257,0.0436,1,2.6409,0.0246,"27",0.0216,0.003,0.0011,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.15",36,1.2962,0.0473,1,2.394,0.0246,"197",0.0199,0.0047,0.002,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.5",33,1.1526,0.0366,1,2.4932,0.0168,"85",0.0196,-0.0028,NA,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.14",36,1.3594,0.0395,1,2.6249,0.0173,"196",0.0133,0.004,0.0015,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.16",36,0.1046,0.037,1,2.4501,0.0145,"198",0.0113,0.0032,0.0013,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.19",37,1.2445,0.0298,1,2.483,0.0149,"225",0.0124,0.0025,0.001,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.7",34,1.0799,0.0424,1,2.4942,0.021,"122",0.0173,0.0037,0.0015,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.17",36,1.4012,0.0411,1,2.2983,0.0208,"199",0.0155,0.0053,0.0023,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.9",36,1.2166,0.0503,1,2.7141,0.0243,"191",0.0159,0.0084,0.0031,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.12",36,1.1162,0.0428,1,2.3025,0.0184,"194",0.0118,0.0066,0.0029,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.10",36,1.2914,0.0405,1,2.3989,0.0223,"192",0.0158,0.0065,0.0027,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.2",30,1.2023,0.0307,1,2.1691,0.0167,"28",0.0144,0.0023,0.0011,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.18",37,1.2473,0.0393,1,2.2921,0.0174,"224",0.0133,0.0041,0.0018,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.8",34,1.0816,0.0537,1,2.6255,0.0273,"123",0.0167,0.0107,0.0041,5,TRUE,"B1",41
"5.7R2",0.611318888888889,67415.7410302778,"2","5","7","5.7R2.13",36,1.1019,0.0326,1,2.464,0.0142,"195",0.011,0.0033,0.0013,5,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.8",44,0.9919,0.0405,1,2.239,0.0232,"380",0.0192,0.004,0.0018,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.6",43,0.1296,0.0352,1,2.4079,0.0175,"377",0.013,0.0045,0.0019,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.13",46,1.1665,0.0405,1,2.5791,0.0199,"400",0.0154,0.0045,0.0017,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.9",45,1.1636,0.0422,1,2.5691,0.0232,"394",0.0185,0.0047,0.0018,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.2",40,0.2081,0.0484,1,2.6051,0.0244,"325",0.0193,0.0052,0.002,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.7",43,1.0515,0.0475,1,2.5847,0.0262,"378",0.0194,0.0069,0.0027,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.5",41,0.1993,0.052,1,2.564,0.0276,"347",0.022,0.0056,0.0022,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.1",39,0.1474,0.0449,1,2.5183,0.0234,"320",0.0186,0.0047,0.0019,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.3",40,0.1546,0.0481,1,2.743,0.0254,"326",0.02,0.0055,0.002,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.12",45,0.1582,0.0457,1,2.4946,0.0265,"397",0.0217,0.0047,0.0019,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.4",40,0.141,0.0509,1,2.7341,0.026,"327",0.0193,0.0067,0.0024,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.11",45,1.1374,0.0408,1,2.3879,0.0235,"396",0.0197,0.0037,0.0016,4,TRUE,"B1",41
"5.9R2",0.418829047619048,42601.2723014762,"2","5","9","5.9R2.10",45,1.1595,0.0368,1,2.3761,0.019,"395",0.0154,0.0036,0.0015,4,TRUE,"B1",41
